"ID","os","ProtocolId","within.day","ScriptName","day.of.week","RunTimestamp","SubmissionTimestamp","HOW","nPEOPLE","WHOM","d1.da.fare","d2.veloce","d3.multitask","d4.intensa","c1.cambiare","c2.come","c3.tempo","OCS","t1.rilassato.teso","e1.stanco.sveglio","v2.soddisfatto.insoddisfatto","t2.agitato.calmo","e2.pieno.privodenergia","v3.positivo.negativo","t3.nervoso.tranquillo","e3.affaticato.fresco","WHAT","v1.male.bene","PSi","event1.negativi","event2.intensity.n","event3.positivi","event4.intensity.p","Drugs"
"Andrea89","iOS","ProtocolWorkM",5,"Survey Lavoro",3,2019-03-06 18:07:00.802,2019-03-06 18:08:39.771,"Alcomputer","1","Colleghi","7","6","7","5","2","3","2","Interruzioni","5","2","3","4","6","3","2","2","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","3",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",1,"Survey Lavoro",5,2019-03-08 10:29:15.559,2019-03-08 10:31:12.376,"Alcomputer","1","Clienti/utentidelservizio","4","5","6","4","6","6","5","Nessunadiquestecondizoni","2","6","2","6","7","7","7","7","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","7",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",2,"Survey Lavoro",5,2019-03-08 12:20:39.315,2019-03-08 12:22:05.074,"Facciaafaccia/oralmente","1","Colleghi","6","5","5","5","6","7","7","Interruzioni","2","6","2","5","4","5","6","5","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","6",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",3,"Survey Lavoro",5,2019-03-08 13:33:50.764,2019-03-08 13:36:16.085,"Facciaafaccia/oralmente","8","Colleghi","1","1","2","1","7","7","7","Nessunadiquestecondizoni","2","5","3","5","3","7","7","4","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande","6",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",4,"Survey Lavoro",5,2019-03-08 16:38:57.712,2019-03-08 16:40:17.275,"Alcomputer","1","Clienti/utentidelservizio","6","6","5","4","6","6","6","Nessunadiquestecondizoni","4","3","4","4","5","4","5","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","3",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",1,"Survey Lavoro",1,2019-03-11 10:35:49.518,2019-03-11 10:37:11.187,"Facciaafaccia/oralmente","2","Clienti/utentidelservizio,Colleghi","5","4","6","4","3","4","6","Regoleeprocedureorganizzative","3","6","3","4","3","5","4","6","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","7",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",2,"Survey Lavoro",1,2019-03-11 12:11:04.058,2019-03-11 12:13:12.040,"Alcomputer","1","Clienti/utentidelservizio","4","4","4","3","5","5","5","Nessunadiquestecondizoni","4","4","5","4","5","4","5","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","6",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",3,"Survey Lavoro",1,2019-03-11 13:36:15.090,2019-03-11 15:06:39.909,"Facciaafaccia/oralmente","1","Colleghi","5","6","2","6","2","6","2","Regoleeprocedureorganizzative","4","4","3","6","5","4","3","2","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","6",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",4,"Survey Lavoro",1,2019-03-11 15:05:45.602,2019-03-11 15:07:53.689,"Alcomputer","1","Clienti/utentidelservizio","5","6","7","6","2","2","4","Regoleeprocedureorganizzative","4","2","4","3","5","3","2","2","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","6",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",5,"Survey Lavoro",1,2019-03-11 16:36:58.702,2019-03-11 16:38:58.030,"Altelefono","1","Clienti/utentidelservizio","6","5","5","5","3","3","3","Nessunadiquestecondizoni","6","3","6","3","5","3","5","3","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","5",NA,NA,NA,NA,NA,NA
"Andrea89","iOS","ProtocolWorkM",6,"Survey Lavoro",1,2019-03-11 17:53:27.105,2019-03-11 17:55:11.531,"Alcomputer","0","Nessuno","3","2","2","2","7","7","7","Nessunadiquestecondizoni","4","2","4","4","6","3","4","1","AUTHORINGcreazione/composizionedicontenutitestualiomultimediali","5",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",1,"Survey Lavoro",5,2019-01-18 10:28:00.600,2019-01-18 10:32:03.211,"Condocumenticartacei","2","Colleghi","5","4","4","4","4","4","4","Nessunadiquestecondizoni","1","6","6","2","7","6","6","7","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","6",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",2,"Survey Lavoro",5,2019-01-18 12:05:07.107,2019-01-18 12:16:41.994,"Facciaafaccia/oralmente","2","Nessuno","4","4","5","5","4","5","5","Nessunadiquestecondizoni","6","3","4","1","4","4","5","4","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",3,"Survey Lavoro",5,2019-01-18 13:35:07.222,2019-01-18 13:36:43.852,"Alcomputer","0","Colleghi","5","4","3","3","4","4","4","Nessunadiquestecondizoni","5","5","4","3","4","2","3","4","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",4,"Survey Lavoro",5,2019-01-18 14:55:07.307,2019-01-18 14:56:47.091,"Condocumenticartacei","1","Nessuno","3","3","3","3","4","4","4","Nessunadiquestecondizoni","4","4","4","2","4","2","1","2","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",5,"Survey Lavoro",5,2019-01-18 18:00:06.780,2019-01-18 18:01:58.274,"Condocumenticartacei","1","Nessuno","2","2","4","4","4","3","4","Nessunadiquestecondizoni","4","4","4","4","4","2","2","2","ALTRO","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",1,"Survey Mattina",1,2019-01-21 09:14:11.290,2019-01-21 09:20:57.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","1","4","4","4","2","2",NA,"4","Nessunodiquestisintomi","1","1","1","1","No"
"ANMA1938","Android","ProtocolWorkM",2,"Survey Lavoro",1,2019-01-21 10:19:10.268,2019-01-21 10:32:15.401,"Alcomputer","1","Nessuno","4","4","4","4","4","4","4","Nessunadiquestecondizoni","4","4","4","4","4","2","1","2","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",3,"Survey Lavoro",1,2019-01-21 12:09:10.305,2019-01-21 12:10:47.118,"Alcomputer","0","Nessuno","4","4","4","4","4","4","4","Nessunadiquestecondizoni","4","4","4","1","4","1","1","1","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",4,"Survey Lavoro",1,2019-01-21 13:33:44.079,2019-01-21 13:35:31.361,"Alcomputer","0","Nessuno","4","4","4","4","4","4","4","Nessunadiquestecondizoni","5","2","4","1","1","1","1","1","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","5",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",5,"Survey Lavoro",1,2019-01-21 14:54:10.893,2019-01-21 14:55:22.295,"Alcomputer","0","Colleghi","4","4","4","4","4","4","4","Nessunadiquestecondizoni","4","2","4","2","4","1","1","2","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",1,"Survey Mattina",3,2019-01-23 09:14:10.323,2019-01-23 09:17:50.980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","3","3","3","3","3",NA,"2","Nessunodiquestisintomi","2","2","2","3","No"
"ANMA1938","Android","ProtocolWorkM",2,"Survey Lavoro",3,2019-01-23 10:24:10.270,2019-01-23 10:26:22.794,"Alcomputer","0","Nessuno","4","4","4","4","4","5","4","Nessunadiquestecondizoni","4","4","4","1","5","1","1","1","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","5",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",3,"Survey Lavoro",3,2019-01-23 12:08:19.058,2019-01-23 12:10:06.646,"Alcomputer","1","Nessuno","4","4","4","4","4","4","4","Nessunadiquestecondizoni","4","2","4","2","1","1","1","2","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",4,"Survey Lavoro",3,2019-01-23 13:25:25.040,2019-01-23 13:38:11.486,"Alcomputer","0","Nessuno","4","4","4","4","4","4","4","Nessunadiquestecondizoni","4","2","5","1","5","1","2","1","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",5,"Survey Lavoro",3,2019-01-23 14:58:05.152,2019-01-23 14:59:20.983,"Alcomputer","0","Nessuno","4","4","5","4","4","4","4","Nessunadiquestecondizoni","4","2","4","1","4","1","1","1","ALTRO","1",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",6,"Survey Lavoro",3,2019-01-23 16:26:22.464,2019-01-23 16:35:06.065,"Alcomputer","2","Colleghi","5","5","5","4","3","4","4","Nessunadiquestecondizoni","4","5","5","1","4","1","1","1","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",7,"Survey Lavoro",3,2019-01-23 18:01:23.204,2019-01-23 18:13:41.460,"Alcomputer","1","Colleghi","4","4","4","4","4","4","4","Nessunadiquestecondizoni","4","1","4","1","4","1","1","1","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",6,"Survey Lavoro",5,2019-01-25 12:06:03.744,2019-01-25 12:26:48.330,"Facciaafaccia/oralmente","1","Colleghi","5","4","4","4","4","4","4","Nessunadiquestecondizoni","4","4","4","1","4","1","1","1","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",7,"Survey Lavoro",5,2019-01-25 14:56:03.830,2019-01-25 15:16:18.861,"Alcomputer","0","Nessuno","4","4","4","4","4",NA,NA,NA,"1","1","4","1","4","4","1","2","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","1",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",6,"Survey Mattina",1,2019-01-28 09:15:10.379,2019-01-28 09:46:33.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","1","1","3","1","2",NA,"2","Sonnodisturbato","3","3","1","2","No"
"ANMA1938","Android","ProtocolWorkM",7,"Survey Lavoro",1,2019-01-28 10:40:10.196,2019-01-28 11:39:25.832,"Alcomputer","0","Nessuno","4","4","4","4","4","4","4","Nessunadiquestecondizoni","4","1","4","1","5","1","1","1","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",8,"Survey Lavoro",1,2019-01-28 13:30:13.044,2019-01-28 13:31:17.206,"Facciaafaccia/oralmente","1","Colleghi","4","4","4","4","5","5","5","Nessunadiquestecondizoni","4","1","4","1","4","1","1","1","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",8,"Survey Lavoro",3,2019-01-30 10:23:13.422,2019-01-30 10:24:31.716,"Alcomputer","0","Nessuno","5","5","5","5","4","5","5","Nessunadiquestecondizoni","2","2","4","2","4","1","1","2","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","2",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",9,"Survey Lavoro",3,2019-01-30 12:03:14.235,2019-01-30 12:04:43.781,"Alcomputer","0","Nessuno","4","4","4","4","5","5","5","Nessunadiquestecondizoni","4","3","4","1","4","1","1","2","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",10,"Survey Lavoro",3,2019-01-30 13:38:13.356,2019-01-30 13:54:24.102,"Alcomputer","0","Nessuno","4","4","4","4","5","4","5","Nessunadiquestecondizoni","5","1","5","1","1","1","1","1","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","4",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",11,"Survey Lavoro",3,2019-01-30 15:03:14.206,2019-01-30 15:55:21.980,"Alcomputer","0","Nessuno","4","4","4","4","3","4","4","Nessunadiquestecondizoni","3","4","5","2","4","2","1","1","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","1",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",8,"Survey Mattina",5,2019-02-01 09:13:46.293,2019-02-01 09:15:17.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","2","5","4","3","3",NA,"2","Nessunodiquestisintomi","2","2","4","3","No"
"ANMA1938","Android","ProtocolWorkM",9,"Survey Lavoro",5,2019-02-01 13:23:45.260,2019-02-01 15:22:49.306,"Alcomputer","0","Nessuno","4","4","4","4","5","4","4","Nessunadiquestecondizoni","2","2","4","2","3","1","2","2","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","2",NA,NA,NA,NA,NA,NA
"ANMA1938","Android","ProtocolWorkM",10,"Survey Lavoro",5,2019-02-01 16:18:59.461,2019-02-01 16:20:13.131,"Alcomputer","1","Nessuno","4","4","4","4","4","5","4","Nessunadiquestecondizoni","3","3","5","2","4","2","2","2","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","2",NA,NA,NA,NA,NA,NA
"Anni1921","Android","ProtocolWorkM",1,"Survey Lavoro",1,2019-03-11 10:33:38.130,2019-03-11 10:38:34.537,"Facciaafaccia/oralmente,Alcomputer,Altelefono,Condocumenticartacei","4","Colleghi,Sottoposti,Clienti/utentidelservizio,Fornitorioaltricollaboratoriesterni","3","4","3","3","3","5","5","Interruzioni,Ilmiosuperiore","5","4","2","5","2","6","6","6","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","6",NA,NA,NA,NA,NA,NA
"Anni1921","Android","ProtocolWorkM",2,"Survey Lavoro",1,2019-03-11 12:09:39.917,2019-03-11 12:15:14.183,"Facciaafaccia/oralmente,Altelefono,Alcomputer","2","Colleghi,Sottoposti","3","3","3","3","3","6","6","Interruzioni,Regoleeprocedureorganizzative,Ilmiosuperiore","5","5","2","5","2","6","5","5","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"Anni1921","Android","ProtocolWorkM",3,"Survey Lavoro",1,2019-03-11 13:35:01.138,2019-03-11 13:41:32.196,"Facciaafaccia/oralmente","2","Nessuno","3","3","3","3","4","4","4","Nessunadiquestecondizoni","3","5","2","5","4","5","5","6","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","6",NA,NA,NA,NA,NA,NA
"Anni1921","Android","ProtocolWorkM",1,"Survey Mattina",3,2019-03-13 09:15:01.274,2019-03-13 10:03:26.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","5","4","4","4","4",NA,"4","Sonnodisturbato,Affaticamentodegliocchi","2","1","2","2","No"
"Anni1921","Android","ProtocolWorkM",2,"Survey Lavoro",3,2019-03-13 13:35:01.150,2019-03-13 13:53:38.221,"Facciaafaccia/oralmente","4","Colleghi,Sottoposti,Fornitorioaltricollaboratoriesterni","4","4","4","5","3","5","4","Interruzioni,Regoleeprocedureorganizzative","4","5","3","6","2","6","5","5","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","4",NA,NA,NA,NA,NA,NA
"Anni1921","Android","ProtocolWorkM",3,"Survey Lavoro",3,2019-03-13 16:25:01.126,2019-03-13 16:38:47.308,"Facciaafaccia/oralmente,Alcomputer,Altelefono,Condocumenticartacei","2","Colleghi,Sottoposti,Fornitorioaltricollaboratoriesterni","4","4","4","4","3","4","4","Interruzioni,Regoleeprocedureorganizzative","5","3","3","4","4","5","4","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"Anni1921","Android","ProtocolWorkM",1,"Survey Mattina",5,2019-03-15 09:15:01.276,2019-03-15 09:25:38.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","4","4","3","3","3","4",NA,"3","Sonnodisturbato","3","3","3","2","No"
"Anni1921","Android","ProtocolWorkM",2,"Survey Lavoro",5,2019-03-15 10:30:00.509,2019-03-15 10:33:15.841,"Facciaafaccia/oralmente,Alcomputer,Altelefono","5","Colleghi,Sottoposti,Clienti/utentidelservizio,Fornitorioaltricollaboratoriesterni","5","5","5","5","3","3","3","Interruzioni,Regoleeprocedureorganizzative","5","4","3","3","3","3","3","3","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,
ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"Anni1921","Android","ProtocolWorkM",3,"Survey Lavoro",5,2019-03-15 12:02:27.944,2019-03-15 12:05:37.732,"Facciaafaccia/oralmente,Alcomputer,Altelefono","3","Colleghi,Sottoposti","4","4","4","3","3","3","2","Nessunadiquestecondizoni","4","4","4","4","4","4","4","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"Anni1921","Android","ProtocolWorkM",4,"Survey Lavoro",5,2019-03-15 13:40:01.135,2019-03-15 13:44:51.463,"Alcomputer,Altelefono","0","Nessuno","4","4","3","3","5","5","5","Nessunadiquestecondizoni","3","4","4","4","4","4","5","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"Anni1921","Android","ProtocolWorkM",5,"Survey Lavoro",5,2019-03-15 16:28:13.087,2019-03-15 16:30:32.219,"Facciaafaccia/oralmente,Alcomputer,Altelefono,Condocumenticartacei","2","Colleghi,Sottoposti","4","4","4","4","3","3","4","Nessunadiquestecondizoni","4","4","3","5","3","5","5","5","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",1,"Survey Mattina",3,2019-05-08 08:15:01.347,2019-05-08 08:16:01.460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6","4","3","3","4","4","5",NA,"4","Nessunodiquestisintomi","5","4","4","4","No"
"ANPF1955","Android","ProtocolWorkM",2,"Survey Lavoro",3,2019-05-08 12:34:34.541,2019-05-08 12:51:59.612,"Facciaafaccia/oralmente","1","Nessuno","3","5","4","3","1","5","5","Nessunadiquestecondizoni","2","5","3","6","3","6","6","4","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","5",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",3,"Survey Lavoro",3,2019-05-08 14:03:23.548,2019-05-08 14:04:30.000,"Facciaafaccia/oralmente","1","Nessuno","4","5","3","3","6","5","5","Nessunadiquestecondizoni","2","4","3","4","3","5","5","4","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","5",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",4,"Survey Lavoro",3,2019-05-08 16:58:26.193,2019-05-08 16:59:39.626,"Alcomputer","0","Nessuno","4","4","2","5","4","6","5","Nessunadiquestecondizoni","2","6","2","6","3","6","6","5","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","6",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",1,"Survey Mattina",5,2019-05-10 08:15:01.200,2019-05-10 08:27:36.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6","6","6","2","1","6","6",NA,"5","Nessunodiquestisintomi","2","4","4","4","No"
"ANPF1955","Android","ProtocolWorkM",2,"Survey Lavoro",5,2019-05-10 10:58:23.016,2019-05-10 10:59:49.818,"Facciaafaccia/oralmente","100","Colleghi","4","4","3","3","2","4","3","Nessunadiquestecondizoni","2","6","5","4","4","5","5","5","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","6",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",3,"Survey Lavoro",5,2019-05-10 12:28:26.365,2019-05-10 12:39:10.106,"Alcomputer","0","Nessuno","4","4","5","4","5","7","6","Regoleeprocedureorganizzative","1","6","1","6","3","6","6","6","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","7",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",4,"Survey Lavoro",5,2019-05-10 13:58:27.217,2019-05-10 14:01:16.989,"Facciaafaccia/oralmente,Alcomputer","0","Nessuno","5","5","3","5","6","6","5","Regoleeprocedureorganizzative","3","6","3","6","4","4","5","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","6",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",5,"Survey Lavoro",5,2019-05-10 15:34:50.197,2019-05-10 15:36:19.987,"Facciaafaccia/oralmente","100","Nessuno,Colleghi","2","3","2","2","2","2","4","Nessunadiquestecondizoni","4","4","4","5","4","5","5","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","6",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",6,"Survey Lavoro",5,2019-05-10 17:13:28.174,2019-05-10 17:14:33.555,"Alcomputer","0","Nessuno","5","3","3","2","6","6","6","Nessunadiquestecondizoni","4","3","6","4","5","3","5","3","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","6",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",1,"Survey Lavoro",1,2019-05-13 09:22:49.045,2019-05-13 09:31:46.710,"Facciaafaccia/oralmente,Condocumenticartacei","2","Sottoposti","5","6","6","5","3","6","3","Nessunadiquestecondizoni","2","7","4","4","3","5","5","5","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","6",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",2,"Survey Lavoro",1,2019-05-13 12:32:43.210,2019-05-13 12:49:14.736,"Facciaafaccia/oralmente","1","Sottoposti","4","5","5","3","3","6","4","Nessunadiquestecondizoni","5","4","5","5","4","4","4","5","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","6",NA,NA,NA,NA,NA,NA
"ANPF1955","Android","ProtocolWorkM",3,"Survey Lavoro",1,2019-05-13 15:27:21.510,2019-05-13 15:42:48.052,"Facciaafaccia/oralmente","2","Sottoposti,Superiori","2","2","2","2","2","2","2","Regoleeprocedureorganizzative","6","3","6","2","6","1","2","3","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","2",NA,NA,NA,NA,NA,NA
"APPS58","Android","ProtocolWorkM",1,"Survey Mattina",3,2019-03-13 09:15:15.331,2019-03-13 09:33:03.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","7","1","1","1","1","1","7",NA,"7","Nessunodiquestisintomi","1","1","7",NA,NA
